id,relation,source,target
1303,r_cert,Domain_bab7738855aebe08106629db55cc37bbab6032d0c83e0b50545f7fadad00a7fb,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
1349,r_cert,Domain_c2213cce44dfcc1c733ffbb2bd044d19bb5bb63c188095283327f1b9e7042154,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
1374,r_cert,Domain_1af571b08126316100c5881d0b6e2dc7e349572d3dc30623d117b6ba1e604f69,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
1375,r_cert,Domain_3463c4d7394dd9ed9e0bcafeaed3cf8691dc7dac01cbe3e84bba8391d93a7b38,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
1563,r_dns_a,Domain_c2213cce44dfcc1c733ffbb2bd044d19bb5bb63c188095283327f1b9e7042154,IP_4ef639586c6a24c0a9a4ba8741d9c47f302cf66402d01708f74068301ae09daa
1564,r_cname,Domain_c2213cce44dfcc1c733ffbb2bd044d19bb5bb63c188095283327f1b9e7042154,Domain_cda03304efdb49e49e2e5ac32530790de3208a4506412b5c5653ab973ea6c012
10876,r_whois_name,Domain_2f37b6977d913ac25d544ab6319d4a6eab38cfe476fa504339ea599f5cba712e,Whois_Name_40fdcd1a22c4d828cbd5486259bd72aef82cc2919d7e746bc05b67b48138e9cb
10928,r_whois_email,Domain_fe78f4c718ec7df760cd6060ea8e76a92d4ec79df2c19d2d7f0482050431cd15,Whois_Email_c955367c07a39201886fba23f4190287efe4817760d500effb03c1c14dc4f56f
10929,r_whois_email,Domain_2f37b6977d913ac25d544ab6319d4a6eab38cfe476fa504339ea599f5cba712e,Whois_Email_c955367c07a39201886fba23f4190287efe4817760d500effb03c1c14dc4f56f
10961,r_whois_phone,Domain_fe78f4c718ec7df760cd6060ea8e76a92d4ec79df2c19d2d7f0482050431cd15,Whois_Phone_6e1c815adbd2826806d839906072414121717591bd1e7b3d86302ba8edaa8a8b
10962,r_whois_phone,Domain_2f37b6977d913ac25d544ab6319d4a6eab38cfe476fa504339ea599f5cba712e,Whois_Phone_6e1c815adbd2826806d839906072414121717591bd1e7b3d86302ba8edaa8a8b
11067,r_dns_a,Domain_94714f17f5965189dbcf06eb9160b05d4e9522b565a718fca5451a60531a64a1,IP_1c6b63432b919247a1cf97c08b9a4373fba5ccb926150cbd03381df64ec05912
11068,r_dns_a,Domain_fe78f4c718ec7df760cd6060ea8e76a92d4ec79df2c19d2d7f0482050431cd15,IP_1c6b63432b919247a1cf97c08b9a4373fba5ccb926150cbd03381df64ec05912
11189,r_dns_a,Domain_2f37b6977d913ac25d544ab6319d4a6eab38cfe476fa504339ea599f5cba712e,IP_dc0e70fb75ba3616cb338e77dd6036eba2d5fc148cc70df230ce8ac7255ae7fa
22313,r_cert,Domain_b115de17df40242620d8cf1ed3d4439c3ae74bf7363635be5db2a2988aab0ef5,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
23267,r_subdomain,Domain_c2213cce44dfcc1c733ffbb2bd044d19bb5bb63c188095283327f1b9e7042154,Domain_0c340bbb205e59b23ac48cc9c7fa2597a03bf8b02cc3502bd547f01949d37afb
23271,r_asn,IP_4ef639586c6a24c0a9a4ba8741d9c47f302cf66402d01708f74068301ae09daa,ASN_1d624c9be374e9b85d0105f3fc5e474a305c294f11402195edd43d093b9d4ab9
23282,r_dns_a,Domain_c2213cce44dfcc1c733ffbb2bd044d19bb5bb63c188095283327f1b9e7042154,IP_9001f130d82f96d41f92fdcefe27d13485fb9794089bf0e0d44786b26fa75d40
23288,r_cidr,IP_4ef639586c6a24c0a9a4ba8741d9c47f302cf66402d01708f74068301ae09daa,IP_CIDR_ee9690dbae9f6a6904555c100c97fd1b64f55dda05f80bc61167c7e8144fd5e5
23312,r_cert,Domain_c2213cce44dfcc1c733ffbb2bd044d19bb5bb63c188095283327f1b9e7042154,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
23313,r_dns_a,Domain_b0e83abd15837827c92d0af72e4a9aa12ef86d6fa8c6a7ff478443b62ee499ff,IP_4ef639586c6a24c0a9a4ba8741d9c47f302cf66402d01708f74068301ae09daa
23341,r_dns_a,Domain_ff6510edd28b44c3cff37e9d4429eaabdd0ff6a0078524e1a68931e67faf260c,IP_4ef639586c6a24c0a9a4ba8741d9c47f302cf66402d01708f74068301ae09daa
23465,r_cert,Domain_7084151479e166730726d5b3f87515ea694ba334234059aaf8892ad0c5ac774c,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
28372,r_cert_chain,Cert_514765ecd52833cf7aff858fdf8ebe48111d69e35d87167afdc1e4ca7fdbe880,Cert_af49e2b01dc6d08092dadad88916a07fd8cb2ce30e118b8591bab058ddef0def
30329,r_cert_chain,Cert_14aa83ed07c3a0158524e1c6b5deca43568ad6950e53bc5138f9f333cdbeecca,Cert_af49e2b01dc6d08092dadad88916a07fd8cb2ce30e118b8591bab058ddef0def
